,Unnamed: 0.2,Date,Scheme,Goals,xG,Shots,Shots on Target,Shot Accuracy,Passes,Passes on Target,Pass Accuracy,"Possession, %",Losses,Low Losses,Medium Losses,High Losses,Recoveries,Low Recoveries,Medium Recoveries,High Recoveries,Duels,Duels won,Duel win %,Shots from outside,Shots from outside on target,Shots from outside accuracy,Positional attacks,Positional attacks with shots,Positional attacks with shots %,Counterattacks,Counterattacks with shots,Counterattacks with shots %,Set pieces,Set pieces with shots,Set pieces with shots %,Corners,Corners with shots,Corners with shots %,Free kicks,Free kicks with shots,Free kicks with shots %,Penalties,Penalties converted,Penalties converted %,Crosses,Crosses accurate,Crosses accurate %,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),Penalty area entries runs,Penalty area entries crosses,Touches in penalty area,Offensive duels,Offensive duels won,Offensive duels won %,Offsides,Conceded goals,Shots against,Shots against on target,Shots against on target %,Defensive duels,Defensive duels won,Defensive duels won %,Aerial duels,Aerial duels won,Aerial duels won %,Sliding tackles,Sliding tackles successful,Sliding tackles successful %,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes,Forward passes accurate,Forward passes accurate %,Back passes,Back passes accurate,Back passes accurate %,Lateral passes,Lateral passes accurate,Lateral passes accurate %,Long passes,Long passes accurate,Long passes accurate %,Passes to final third,Passes to final third accurate,Passes to final third accurate %,Progressive passes,Progressive passes accurate,Progressive passes accurate %,Smart passes,Smart passes accurate,Smart passes accurate %,Throw ins,Throw ins accurate,Throw ins accurate %,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA,Home,Win
124,124,2019-09-14,3,4,1.46,13,5,38.46,610,542,88.85,63.02,100,13,32,55,75,20,49,6,197,85,43.15,6,1,16.67,40,9,22.5,1,1,100.0,14,2,14.29,4,1,25.0,2,0,0.0,0,0,0,19,6,31.58,4,12,36,0,9,26,44,19,43.18,1,0,11,6,54.55,83,34,40.96,38,19,50.0,3,1,33.33,33,15,18,4,0,173,141,81.5,90,87,96.67,254,232,91.34,46,27,58.7,84,71,84.52,79,65,82.28,20,9,45.0,22,22,100.0,0,18.92,6.04,7.54,19.86,18.12,5.81,1,1
125,125,2019-09-01,3,2,2.5,13,9,69.23,349,285,81.66,42.9,105,29,40,36,68,34,28,6,235,96,40.85,6,5,83.33,17,4,23.53,5,3,60.0,35,4,11.43,6,3,50.0,4,0,0.0,1,1,100,7,1,14.29,1,12,19,1,4,14,81,25,30.86,1,2,23,8,34.78,80,43,53.75,29,11,37.93,6,1,16.67,50,14,19,5,0,123,83,67.48,53,49,92.45,122,108,88.52,45,26,57.78,36,24,66.67,74,47,63.51,7,4,57.14,12,11,91.67,15,16.95,3.42,12.89,19.77,19.71,9.63,0,0
126,126,2019-08-25,6,0,0.72,14,2,14.29,769,686,89.21,74.35,110,11,13,86,91,28,29,34,193,93,48.19,9,1,11.11,55,12,21.82,2,0,0.0,19,2,10.53,6,1,16.67,1,0,0.0,0,0,0,41,11,26.83,7,10,54,2,30,20,80,32,40.0,1,1,6,3,50.0,57,40,70.18,23,9,39.13,5,4,80.0,13,10,10,2,0,181,150,82.87,81,79,97.53,386,347,89.9,41,23,56.1,113,97,85.84,99,92,92.93,6,4,66.67,23,22,95.65,4,18.19,8.09,5.33,21.45,19.11,6.04,1,-1
127,127,2019-08-17,6,2,0.17,3,2,66.67,465,394,84.73,41.86,107,44,40,23,53,43,9,1,200,95,47.5,2,1,50.0,7,2,28.57,4,0,0.0,28,1,3.57,2,1,50.0,0,0,0.0,0,0,0,5,1,20.0,1,2,7,1,3,4,65,25,38.46,1,2,28,7,25.0,68,44,64.71,26,9,34.62,6,3,50.0,58,18,4,0,0,130,90,69.23,67,65,97.01,176,163,92.61,37,10,27.03,27,10,37.04,54,21,38.89,4,1,25.0,17,15,88.24,11,18.17,4.6,7.96,34.26,18.29,24.77,0,0
128,128,2019-08-10,13,3,3.1,28,8,28.57,598,527,88.13,69.82,88,5,19,64,82,21,34,27,192,108,56.25,16,4,25.0,45,12,26.67,8,8,100.0,25,6,24.0,14,3,21.43,2,0,0.0,0,0,0,36,12,33.33,9,20,47,5,19,32,84,45,53.57,1,1,7,4,57.14,61,37,60.66,24,13,54.17,2,2,100.0,24,5,13,1,0,168,146,86.9,77,73,94.81,264,239,90.53,49,33,67.35,80,67,83.75,84,80,95.24,16,10,62.5,22,21,95.45,2,16.57,5.75,8.19,19.43,20.15,5.18,1,1
129,129,2019-05-12,6,2,1.12,9,3,33.33,513,440,85.77,55.2,100,15,35,50,85,30,40,15,219,103,47.03,6,1,16.67,31,4,12.9,1,1,100.0,26,3,11.54,7,3,42.86,3,0,0.0,0,0,0,9,0,0.0,0,8,20,2,1,11,78,30,38.46,2,2,15,8,53.33,60,36,60.0,34,12,35.29,4,2,50.0,45,16,10,0,0,154,114,74.03,99,89,89.9,187,175,93.58,58,34,58.62,41,27,65.85,71,50,70.42,6,2,33.33,20,15,75.0,5,16.54,4.89,11.31,20.16,19.69,15.53,1,0
130,130,2019-05-04,6,0,0.71,11,5,45.45,364,296,81.32,46.65,91,16,26,49,61,29,24,8,208,98,47.12,6,2,33.33,27,6,22.22,5,3,60.0,28,2,7.14,6,2,33.33,0,0,0.0,0,0,0,7,2,28.57,3,3,21,3,5,12,53,22,41.51,3,1,16,6,37.5,67,40,59.7,38,21,55.26,9,4,44.44,44,23,12,5,2,132,88,66.67,51,50,98.04,109,95,87.16,35,16,45.71,63,36,57.14,54,41,75.93,10,2,20.0,20,16,80.0,13,15.49,3.43,9.62,25.39,19.86,7.69,0,-1
131,131,2019-04-27,13,0,1.28,12,3,25.0,585,486,83.08,60.4,120,21,45,54,102,43,44,15,250,118,47.2,5,0,0.0,42,10,23.81,4,0,0.0,15,1,6.67,2,0,0.0,2,0,0.0,0,0,0,17,2,11.76,3,5,28,6,8,17,97,29,29.9,5,1,17,8,47.06,77,50,64.94,30,18,60.0,1,0,0.0,44,20,4,0,0,201,157,78.11,78,68,87.18,212,191,90.09,48,23,47.92,85,62,72.94,122,90,73.77,13,3,23.08,24,21,87.5,3,16.53,4.8,8.21,20.24,19.47,12.0,1,-1
132,132,2019-04-23,10,1,2.6,29,5,17.24,696,611,87.79,73.42,102,9,21,72,104,29,47,28,206,108,52.43,20,4,20.0,62,19,30.65,0,0,0.0,25,9,36.0,6,1,16.67,5,4,80.0,0,0,0,19,7,36.84,7,20,53,5,13,33,71,34,47.89,2,0,5,1,20.0,39,24,61.54,45,24,53.33,7,4,57.14,23,5,7,1,0,205,171,83.41,82,77,93.9,304,275,90.46,33,19,57.58,110,94,85.45,113,98,86.73,17,8,47.06,14,14,100.0,6,18.62,6.39,4.74,23.65,18.64,5.35,1,1
133,133,2019-04-20,7,0,0.83,10,4,40.0,337,272,80.71,39.63,92,26,30,36,73,43,24,6,210,102,48.57,4,0,0.0,12,3,25.0,5,3,60.0,26,4,15.38,4,2,50.0,1,0,0.0,0,0,0,7,4,57.14,4,4,15,4,4,11,62,21,33.87,2,1,15,4,26.67,87,53,60.92,30,13,43.33,7,3,42.86,50,19,11,2,0,111,70,63.06,53,52,98.11,124,109,87.9,45,20,44.44,32,23,71.88,67,35,52.24,0,0,0.0,16,14,87.5,13,16.13,3.55,13.35,20.25,19.79,14.39,0,-1
134,134,2019-04-13,9,4,2.8,21,5,23.81,703,628,89.33,65.64,81,9,27,45,82,23,42,17,224,119,53.13,7,1,14.29,35,8,22.86,8,6,75.0,21,6,28.57,4,2,50.0,3,2,66.67,0,0,0,13,6,46.15,6,13,29,5,7,28,84,43,51.19,1,0,7,2,28.57,64,36,56.25,41,23,56.1,3,1,33.33,43,8,10,2,0,194,163,84.02,93,90,96.77,287,267,93.03,25,10,40.0,100,83,83.0,108,98,90.74,22,9,40.91,16,16,100.0,7,18.76,7.73,3.56,17.87,17.19,6.89,1,1
135,135,2019-04-03,6,2,3.2,24,10,41.67,672,592,88.1,62.26,107,7,24,76,86,29,35,22,203,102,50.25,12,3,25.0,49,13,26.53,9,4,44.44,24,7,29.17,8,3,37.5,2,0,0.0,0,0,0,20,7,35.0,7,15,40,5,15,22,70,31,44.29,0,0,6,2,33.33,57,30,52.63,36,24,66.67,5,3,60.0,37,3,8,1,0,183,146,79.78,96,92,95.83,286,261,91.26,52,33,63.46,88,73,82.95,95,84,88.42,11,0,0.0,24,24,100.0,7,18.09,6.11,7.74,19.36,19.81,8.35,1,1
136,136,2019-03-31,7,1,1.81,11,2,18.18,455,386,84.84,52.73,100,30,27,43,62,28,21,13,184,86,46.74,5,0,0.0,25,8,32.0,1,1,100.0,24,2,8.33,3,1,33.33,1,0,0.0,0,0,0,13,4,30.77,4,9,28,2,10,15,66,22,33.33,2,2,14,4,28.57,62,47,75.81,25,10,40.0,5,3,60.0,51,19,8,1,0,155,113,72.9,69,63,91.3,184,166,90.22,61,36,59.02,45,29,64.44,81,60,74.07,10,3,30.0,30,26,86.67,17,16.77,4.03,13.41,20.14,20.99,10.96,0,-1
137,137,2019-03-09,13,1,0.71,15,5,33.33,465,373,80.22,60.49,119,19,42,58,84,29,32,23,196,100,51.02,9,3,33.33,29,7,24.14,7,2,28.57,32,5,15.63,10,3,30.0,4,0,0.0,0,0,0,15,4,26.67,3,5,30,5,12,16,65,31,47.69,1,2,12,4,33.33,59,38,64.41,32,14,43.75,9,4,44.44,45,13,9,2,0,160,112,70.0,57,52,91.23,180,152,84.44,58,27,46.55,63,38,60.32,79,59,74.68,14,4,28.57,24,23,95.83,5,15.25,4.19,12.47,22.48,20.46,6.38,0,-1
138,138,2019-03-02,9,1,1.83,11,3,27.27,493,395,80.12,61.05,129,14,47,68,88,47,30,11,227,104,45.81,4,0,0.0,29,8,27.59,4,0,0.0,24,2,8.33,3,0,0.0,5,2,40.0,1,1,100,11,4,36.36,2,14,24,2,5,19,70,21,30.0,5,1,9,3,33.33,67,41,61.19,36,18,50.0,7,2,28.57,44,6,15,3,0,170,110,64.71,73,67,91.78,178,161,90.45,75,40,53.33,80,49,61.25,93,67,72.04,3,1,33.33,27,25,92.59,6,16.54,4.32,15.21,20.35,21.64,5.78,1,0
139,139,2019-02-27,6,0,0.2,8,0,0.0,556,473,85.07,53.88,112,23,29,60,84,34,32,18,177,71,40.11,5,0,0.0,36,6,16.67,3,0,0.0,18,2,11.11,2,1,50.0,1,0,0.0,0,0,0,17,3,17.65,2,6,23,2,9,10,68,23,33.82,1,2,11,2,18.18,62,33,53.23,20,9,45.0,9,5,55.56,41,9,14,1,0,172,132,76.74,74,68,91.89,238,221,92.86,47,24,51.06,75,59,78.67,97,74,76.29,5,2,40.0,23,22,95.65,8,18.07,5.56,8.45,22.95,19.98,7.79,0,-1
140,140,2019-02-23,5,1,1.0,17,6,35.29,494,400,80.97,65.16,136,36,44,56,98,53,28,17,228,102,44.74,10,2,20.0,38,9,23.68,0,0,0.0,26,8,30.77,6,4,66.67,1,1,100.0,0,0,0,31,9,29.03,8,3,27,2,15,23,76,27,35.53,0,2,8,3,37.5,54,31,57.41,47,22,46.81,4,2,50.0,33,18,12,3,0,159,113,71.07,67,61,91.04,186,165,88.71,55,28,50.91,69,52,75.36,106,71,66.98,0,0,0.0,25,24,96.0,9,16.07,4.37,11.13,20.55,20.55,6.28,0,-1
141,141,2019-02-10,13,3,1.18,11,4,36.36,474,409,86.29,50.21,94,18,31,45,68,26,30,12,182,78,42.86,6,1,16.67,23,6,26.09,2,1,50.0,22,4,18.18,2,2,100.0,1,0,0.0,0,0,0,18,7,38.89,6,7,27,2,13,11,48,16,33.33,7,1,21,11,52.38,60,34,56.67,37,16,43.24,7,3,42.86,33,5,10,3,0,159,124,77.99,76,73,96.05,183,166,90.71,46,25,54.35,56,43,76.79,81,60,74.07,6,2,33.33,17,12,70.59,13,18.18,5.04,9.7,17.7,20.32,12.94,1,1
142,142,2019-02-02,6,1,1.9,19,3,15.79,760,651,85.66,70.99,114,14,38,62,106,40,38,28,206,99,48.06,5,1,20.0,64,13,20.31,1,0,0.0,18,6,33.33,6,5,83.33,3,2,66.67,0,0,0,33,9,27.27,7,15,43,3,17,33,78,29,37.18,2,0,8,2,25.0,54,35,64.81,34,18,52.94,2,0,0.0,39,9,6,0,0,201,148,73.63,99,94,94.95,338,304,89.94,60,29,48.33,99,80,80.81,103,86,83.5,8,3,37.5,23,21,91.3,4,18.21,6.61,7.89,16.16,20.31,7.35,1,1
143,143,2019-01-30,5,2,2.23,17,5,29.41,578,490,84.78,66.79,119,12,34,73,94,32,38,24,241,100,41.49,7,2,28.57,42,12,28.57,4,1,25.0,28,4,14.29,9,1,11.11,3,1,33.33,0,0,0,36,6,16.67,6,16,46,4,21,21,93,35,37.63,1,1,9,1,11.11,52,31,59.62,49,19,38.78,2,0,0.0,43,13,6,0,0,158,128,81.01,69,65,94.2,239,209,87.45,61,41,67.21,90,77,85.56,87,77,88.51,8,1,12.5,22,19,86.36,7,16.2,5.21,10.55,18.4,22.24,8.48,1,1
144,144,2019-01-20,11,2,1.8,13,5,38.46,655,573,87.48,72.63,105,13,39,53,86,33,34,19,234,136,58.12,4,1,25.0,37,7,18.92,3,2,66.67,30,4,13.33,10,2,20.0,4,1,25.0,0,0,0,25,10,40.0,10,7,37,3,15,19,69,33,47.83,1,1,13,5,38.46,64,52,81.25,55,29,52.73,6,2,33.33,55,23,7,3,0,190,154,81.05,97,91,93.81,242,222,91.74,48,27,56.25,82,66,80.49,116,98,84.48,6,4,66.67,30,28,93.33,3,17.29,5.46,7.33,15.02,18.95,4.94,0,1
145,145,2019-01-13,13,0,1.86,23,11,47.83,552,468,84.78,62.6,100,13,32,55,79,36,24,19,190,99,52.11,10,3,30.0,41,14,34.15,2,1,50.0,20,6,30.0,7,4,57.14,2,0,0.0,0,0,0,19,8,42.11,7,14,45,3,12,25,69,25,36.23,4,1,12,8,66.67,64,45,70.31,24,9,37.5,3,2,66.67,48,21,8,1,0,193,148,76.68,67,64,95.52,204,183,89.71,62,33,53.23,80,58,72.5,100,83,83.0,14,5,35.71,27,25,92.59,4,17.18,4.88,11.23,19.12,19.87,8.22,1,-1
146,146,2019-01-01,13,3,1.72,13,4,30.77,800,726,90.75,71.57,89,19,28,42,71,33,24,14,169,74,43.79,3,0,0.0,24,6,25.0,2,2,100.0,18,5,27.78,3,1,33.33,0,0,0.0,0,0,0,8,3,37.5,3,5,21,5,4,21,64,23,35.94,2,0,5,4,80.0,47,24,51.06,34,16,47.06,0,0,0.0,41,17,6,0,0,228,187,82.02,138,130,94.2,304,292,96.05,34,12,35.29,64,41,64.06,81,59,72.84,11,4,36.36,18,18,100.0,3,19.14,9.3,4.25,16.42,18.31,8.59,0,1
147,147,2018-12-29,14,1,0.37,10,3,30.0,655,583,89.01,61.08,115,24,33,58,80,37,33,10,187,72,38.5,8,3,37.5,28,4,14.29,1,1,100.0,20,4,20.0,6,2,33.33,1,0,0.0,0,0,0,9,1,11.11,1,7,24,3,7,6,60,14,23.33,0,3,9,4,44.44,66,34,51.52,28,10,35.71,2,1,50.0,43,9,6,3,0,181,149,82.32,97,92,94.85,284,259,91.2,48,23,47.92,74,51,68.92,93,76,81.72,6,1,16.67,20,16,80.0,3,17.86,6.97,7.33,24.69,18.91,11.78,1,-1
148,148,2018-12-26,6,5,1.84,8,7,87.5,572,513,89.69,56.08,86,21,33,32,75,39,21,15,158,67,42.41,4,3,75.0,24,4,16.67,7,1,14.29,20,2,10.0,3,0,0.0,1,0,0.0,0,0,0,11,3,27.27,3,10,18,1,5,13,54,21,38.89,0,0,13,4,30.77,34,23,67.65,29,9,31.03,2,0,0.0,47,19,5,2,0,184,150,81.52,109,101,92.66,180,173,96.11,50,32,64.0,53,38,71.7,76,58,76.32,14,10,71.43,14,12,85.71,8,18.34,6.15,8.74,16.82,18.98,14.48,1,1
149,149,2018-12-23,14,6,3.37,16,8,50.0,557,479,86.0,56.29,113,25,52,36,81,46,28,7,196,86,43.88,6,1,16.67,20,9,45.0,4,1,25.0,29,3,10.34,1,0,0.0,3,1,33.33,0,0,0,2,1,50.0,0,8,17,0,1,18,60,15,25.0,2,2,9,3,33.33,62,34,54.84,37,22,59.46,4,2,50.0,46,23,9,2,0,199,150,75.38,91,88,96.7,186,171,91.94,65,39,60.0,52,34,65.38,100,65,65.0,12,2,16.67,20,19,95.0,11,18.67,5.06,11.67,19.43,20.33,9.76,0,1
150,150,2018-12-15,10,1,1.55,13,3,23.08,602,528,87.71,69.9,103,20,28,55,92,46,30,16,202,98,48.51,5,0,0.0,44,6,13.64,4,2,50.0,21,6,28.57,8,4,50.0,1,0,0.0,0,0,0,26,8,30.77,7,15,33,4,11,29,66,24,36.36,2,0,4,0,0.0,35,23,65.71,59,26,44.07,4,3,75.0,39,12,7,0,0,178,136,76.4,78,76,97.44,260,241,92.69,58,35,60.34,92,72,78.26,97,81,83.51,6,3,50.0,23,22,95.65,4,15.9,5.47,9.63,18.74,20.87,5.37,1,1
151,151,2018-12-08,6,2,0.66,7,2,28.57,543,454,83.61,56.53,101,27,36,38,85,40,33,12,219,100,45.66,3,1,33.33,31,4,12.9,5,1,20.0,27,1,3.7,5,1,20.0,4,0,0.0,0,0,0,13,3,23.08,3,11,22,2,4,17,73,27,36.99,1,0,11,3,27.27,76,42,55.26,28,16,57.14,8,5,62.5,58,21,7,1,0,158,111,70.25,75,69,92.0,205,192,93.66,53,27,50.94,54,39,72.22,86,57,66.28,11,3,27.27,15,15,100.0,11,17.41,4.64,9.76,17.73,18.07,8.81,0,1
152,152,2018-12-05,6,3,1.56,12,8,66.67,497,423,85.11,49.77,98,28,30,40,78,47,17,14,169,77,45.56,3,3,100.0,29,5,17.24,2,2,100.0,20,4,20.0,8,3,37.5,1,0,0.0,0,0,0,12,4,33.33,3,12,25,2,7,14,47,15,31.91,4,1,15,5,33.33,51,29,56.86,28,21,75.0,2,1,50.0,57,25,7,0,0,163,120,73.62,63,55,87.3,211,198,93.84,47,22,46.81,63,44,69.84,94,69,73.4,9,4,44.44,17,16,94.12,5,18.18,4.97,9.46,18.55,20.26,21.15,1,1
153,153,2018-12-02,13,2,1.32,10,6,60.0,279,218,78.14,37.65,102,25,39,38,71,27,37,7,213,87,40.85,4,2,50.0,23,5,21.74,1,0,0.0,33,3,9.09,5,1,20.0,3,1,33.33,1,1,100,6,0,0.0,0,4,11,1,3,8,68,19,27.94,2,4,21,7,33.33,71,43,60.56,38,14,36.84,8,5,62.5,47,15,17,4,1,116,79,68.1,43,38,88.37,70,58,82.86,31,13,41.94,35,21,60.0,49,31,63.27,5,2,40.0,23,19,82.61,13,17.25,2.51,11.11,18.82,18.07,11.03,0,-1
154,154,2018-11-24,13,3,2.83,17,8,47.06,337,269,79.82,39.6,101,27,30,44,79,36,28,15,232,110,47.41,6,2,33.33,25,5,20.0,10,5,50.0,26,7,26.92,4,2,50.0,1,2,200.0,0,0,0,9,3,33.33,4,7,22,3,8,18,82,33,40.24,3,1,12,2,16.67,90,51,56.67,31,15,48.39,5,3,60.0,57,19,18,0,0,135,101,74.81,52,51,98.08,99,80,80.81,42,25,59.52,57,40,70.18,69,53,76.81,17,11,64.71,15,14,93.33,9,16.66,3.4,12.46,16.06,20.6,9.43,1,1
155,155,2018-11-10,6,1,2.07,9,2,22.22,570,491,86.14,64.91,125,26,41,58,89,35,34,20,267,118,44.19,3,1,33.33,35,5,14.29,9,0,0.0,28,4,14.29,6,2,33.33,3,0,0.0,0,0,0,13,5,38.46,5,7,23,2,7,11,87,29,33.33,1,0,7,3,42.86,79,52,65.82,42,15,35.71,3,2,66.67,57,27,10,1,0,180,139,77.22,87,82,94.25,225,209,92.89,52,29,55.77,77,61,79.22,95,72,75.79,6,1,16.67,25,22,88.0,6,16.97,4.87,9.12,12.85,20.66,7.03,0,1
156,156,2018-11-03,6,3,1.59,10,8,80.0,476,400,84.03,49.76,92,24,33,35,67,38,20,9,216,100,46.3,3,3,100.0,21,6,28.57,6,2,33.33,24,3,12.5,1,0,0.0,0,0,0.0,0,0,0,11,5,45.45,5,7,14,1,4,15,74,29,39.19,3,2,16,7,43.75,77,48,62.34,20,8,40.0,5,5,100.0,55,11,8,2,0,154,109,70.78,69,66,95.65,181,162,89.5,53,21,39.62,61,39,63.93,86,56,65.12,3,1,33.33,23,19,82.61,9,17.06,4.62,11.13,16.61,19.74,15.59,0,1
157,157,2018-10-29,6,0,0.53,3,1,33.33,455,370,81.32,49.21,119,26,38,55,78,38,30,10,219,100,45.66,1,0,0.0,27,2,7.41,2,0,0.0,28,1,3.57,3,1,33.33,5,0,0.0,0,0,0,12,3,25.0,3,4,22,4,8,13,72,28,38.89,4,1,12,6,50.0,80,43,53.75,27,13,48.15,4,1,25.0,38,16,12,2,0,140,94,67.14,74,68,91.89,166,142,85.54,65,31,47.69,60,35,58.33,73,43,58.9,12,1,8.33,24,21,87.5,12,15.57,4.42,14.29,15.95,20.28,12.43,1,-1
158,158,2018-10-20,10,1,1.56,10,2,20.0,500,456,91.2,57.05,71,15,32,24,68,36,23,9,251,114,45.42,3,0,0.0,26,2,7.69,6,4,66.67,21,4,19.05,6,2,33.33,3,2,66.67,0,0,0,11,4,36.36,4,8,22,6,6,20,98,41,41.84,2,0,11,4,36.36,74,46,62.16,35,8,22.86,6,2,33.33,42,21,10,0,0,163,140,85.89,93,88,94.62,127,120,94.49,35,30,85.71,43,38,88.37,69,59,85.51,10,5,50.0,16,15,93.75,6,17.25,5.1,7.0,13.36,16.03,14.0,0,1
159,159,2018-10-06,6,1,3.01,19,7,36.84,664,589,88.7,70.9,114,21,33,60,84,39,23,22,238,121,50.84,6,1,16.67,44,12,27.27,3,2,66.67,24,5,20.83,6,1,16.67,4,0,0.0,0,0,0,20,5,25.0,6,24,38,7,10,39,80,37,46.25,0,0,6,4,66.67,62,45,72.58,40,15,37.5,5,4,80.0,27,18,7,3,0,207,169,81.64,111,104,93.69,238,216,90.76,32,20,62.5,69,53,76.81,103,85,82.52,12,6,50.0,36,35,97.22,4,17.47,6.04,4.82,15.32,18.52,8.07,1,1
160,160,2018-09-29,11,2,1.88,9,6,66.67,345,281,81.45,46.46,132,36,51,45,108,56,42,10,284,133,46.83,2,1,50.0,20,4,20.0,8,3,37.5,23,1,4.35,0,0,0.0,3,1,33.33,1,1,100,7,4,57.14,4,5,16,2,6,12,81,33,40.74,1,0,9,6,66.67,63,33,52.38,74,36,48.65,3,2,66.67,46,49,15,2,0,130,93,71.54,53,47,88.68,115,102,88.7,44,29,65.91,40,30,75.0,68,45,66.18,10,5,50.0,21,17,80.95,7,15.92,2.97,12.75,14.21,20.07,10.33,0,1
161,161,2018-09-22,6,2,1.59,15,7,46.67,619,556,89.82,68.91,80,12,31,37,65,25,30,10,206,112,54.37,5,1,20.0,32,9,28.13,2,0,0.0,29,4,13.79,7,3,42.86,2,0,0.0,1,1,100,15,5,33.33,3,8,22,4,4,19,69,33,47.83,0,1,8,4,50.0,68,42,61.76,23,12,52.17,4,3,75.0,22,16,9,1,0,177,143,80.79,96,92,95.83,255,242,94.9,41,24,58.54,71,53,74.65,72,61,84.72,8,0,0.0,20,19,95.0,6,18.28,6.32,6.62,19.8,17.95,6.15,0,1
162,162,2018-09-15,13,1,0.88,10,3,30.0,528,442,83.71,60.86,102,10,40,52,74,25,33,16,223,96,43.05,4,1,25.0,27,5,18.52,0,0,0.0,27,3,11.11,5,1,20.0,4,0,0.0,0,0,0,10,4,40.0,4,9,20,3,4,18,75,23,30.67,3,2,17,10,58.82,77,40,51.95,31,16,51.61,1,1,100.0,48,17,17,0,0,181,132,72.93,70,64,91.43,218,200,91.74,61,32,52.46,61,34,55.74,78,61,78.21,7,3,42.86,22,21,95.45,4,16.53,4.71,11.55,22.65,20.66,7.0,1,-1
163,163,2018-09-02,5,1,0.91,10,3,30.0,529,428,80.91,64.16,143,20,46,77,104,44,37,23,261,118,45.21,6,3,50.0,48,6,12.5,0,0,0.0,25,4,16.0,10,2,20.0,2,1,50.0,0,0,0,29,11,37.93,12,9,37,4,15,20,83,23,27.71,2,2,6,3,50.0,90,62,68.89,45,19,42.22,5,5,100.0,39,19,8,1,0,151,112,74.17,56,48,85.71,233,204,87.55,50,29,58.0,81,59,72.84,116,95,81.9,9,2,22.22,35,30,85.71,6,16.73,4.1,9.45,22.08,20.98,6.33,0,-1
164,164,2018-08-27,13,3,1.13,9,5,55.56,344,267,77.62,42.05,127,35,49,43,81,42,31,8,257,104,40.47,2,1,50.0,26,6,23.08,4,1,25.0,27,2,7.41,2,2,100.0,1,0,0.0,0,0,0,5,3,60.0,3,8,15,2,4,12,70,23,32.86,1,0,20,5,25.0,94,52,55.32,44,14,31.82,7,1,14.29,58,23,16,3,0,131,84,64.12,56,50,89.29,105,93,88.57,51,28,54.9,54,34,62.96,84,57,67.86,5,3,60.0,25,24,96.0,15,16.1,2.99,14.83,15.15,20.74,8.77,0,1
165,165,2018-08-18,5,3,4.7,24,11,45.83,628,551,87.74,59.82,87,9,19,59,77,23,31,23,204,95,46.57,6,2,33.33,47,19,40.43,4,1,25.0,18,2,11.11,5,1,20.0,2,0,0.0,0,0,0,31,10,32.26,10,22,44,2,16,40,68,21,30.88,1,1,8,3,37.5,69,45,65.22,27,13,48.15,8,4,50.0,35,7,9,0,0,185,154,83.24,102,95,93.14,236,207,87.71,62,41,66.13,78,64,82.05,101,85,84.16,7,2,28.57,24,24,100.0,5,18.06,6.61,9.87,15.68,19.26,9.83,1,1
166,166,2018-08-11,6,2,1.77,13,6,46.15,559,472,84.44,57.64,124,23,52,49,94,44,35,15,288,117,40.63,4,2,50.0,37,7,18.92,0,0,0.0,27,5,18.52,5,2,40.0,2,1,50.0,0,0,0,16,8,50.0,8,4,19,3,10,18,82,24,29.27,0,1,13,2,15.38,97,53,54.64,62,21,33.87,7,3,42.86,71,30,12,2,0,166,119,71.69,92,84,91.3,210,192,91.43,60,32,53.33,70,48,68.57,91,71,78.02,4,0,0.0,24,22,91.67,10,18.41,4.51,10.73,16.46,20.1,6.34,0,1
